,date,file_path,importance,articles
75,2018-11-09,001-187802.json,kc,"['6', '41']"
76,2018-10-25,001-187188.json,kc,"['9', '10']"
77,2018-10-22,001-187391.json,kc,['5']
78,2018-10-16,001-186767.json,kc,"['35', 'p1-1', '41']"
79,2018-10-02,001-186828.json,kc,"['6', '41', '35']"
80,2018-09-25,001-186216.json,kc,"['6', '8', '41', '35']"
81,2018-09-20,001-186135.json,kc,"['2', '8', '41']"
82,2018-08-28,001-185306.json,kc,"['6', '41', '35']"
83,2018-06-28,001-184525.json,kc,"['p1-1', '41', '6', '7', '35']"
84,2018-06-28,001-183947.json,kc,"['8', '10']"
85,2018-06-07,001-183395.json,kc,"['6', 'p1-1', '35']"
86,2018-04-24,001-182452.json,kc,"['35', '8', '41']"
87,2018-04-05,001-181821.json,kc,['6']
88,2018-04-04,001-182243.json,kc,['6']
89,2018-03-20,001-181591.json,kc,"['35', 'p1-1']"
90,2018-03-20,001-181866.json,kc,"['41', '46', '5', '35', '15', '10']"
91,2018-03-15,001-181789.json,kc,['6']
92,2018-02-22,001-181273.json,kc,"['35', '8']"
93,2018-02-01,001-180486.json,kc,"['8', '41']"
94,2018-01-18,001-180442.json,kc,"['p4-2', '35', '8']"
95,2017-12-05,001-179219.json,kc,"['9', '41']"
96,2017-11-28,001-178753.json,kc,"['5', '35', '18', '41']"
97,2017-11-06,001-177406.json,kc,['p4-2']
98,2017-10-12,001-177429.json,kc,"['35', '9', '41']"
99,2017-10-05,001-177349.json,kc,"['41', '10']"
100,2017-09-19,001-177299.json,kc,"['34', '6', '35']"
101,2017-09-05,001-176769.json,kc,"['35', 'p1-1', '14']"
102,2017-09-05,001-177082.json,kc,"['8', '41']"
103,2017-07-25,001-175659.json,kc,"['8', '41', '14']"
104,2017-07-25,001-175667.json,kc,"['5', '6', '8', '41']"
105,2017-07-11,001-175646.json,kc,"['6', '46', '35']"
106,2017-06-27,001-175180.json,kc,"['8', '10']"
107,2017-06-27,001-175121.json,kc,"['41', '8', '6', '35', '34', '10']"
108,2017-06-20,001-174422.json,kc,"['41', '10', '14']"
109,2017-05-30,001-173805.json,kc,"['p1-3', '41', '35', '37', '13', '34']"
110,2017-05-12,001-172963.json,kc,"['3', '6', '41', '46']"
111,2017-04-13,001-172660.json,kc,"['41', '2', '46', '35', '13']"
112,2017-04-06,001-172913.json,kc,"['3', '35', '8', '41']"
113,2017-03-30,001-172701.json,kc,"['34', '35', '4', '41']"
114,2017-03-28,001-172327.json,kc,"['3', '35', '41', '14']"
115,2017-02-23,001-171804.json,kc,"['41', 'p4-2', '5', '6', '35', '37', '13']"
116,2017-01-24,001-170663.json,kc,"['5', '14']"
117,2017-01-24,001-170359.json,kc,"['35', '8']"
118,2017-01-17,001-170388.json,kc,"['3', '35', '4']"
119,2017-01-17,001-170347.json,kc,['3']
120,2017-01-10,001-170436.json,kc,['9']
121,2016-12-15,001-170054.json,kc,"['41', '3', '5', 'p4-4', '13']"
122,2016-12-13,001-169662.json,kc,"['3', '8', '41']"
123,2016-12-13,001-169663.json,kc,"['35', 'p1-1', '41']"
124,2016-11-29,001-169054.json,kc,"['6', '41', '14']"
0,2021-07-22,001-211127.json,high,"['6', '41']"
1,2021-07-13,001-211018.json,high,"['34', '35', 'p1-1', '41']"
2,2021-05-07,001-210065.json,high,"['6', '41']"
3,2021-04-06,001-209033.json,high,"['35', '41', '10']"
4,2021-01-21,001-207385.json,high,"['2', '34', '6', '41']"
5,2020-11-10,001-206212.json,high,"['41', '18', '5', '35', '15', '34', '10']"
6,2020-03-03,001-201761.json,high,"['15', '5', '35', '41']"
7,2020-02-13,001-201432.json,high,"['6', '41', '35']"
8,2020-01-30,001-200448.json,high,"['41', '3', '46', '35', '13']"
9,2019-12-10,001-199515.json,high,"['41', '18', '46', '5', '35', '15']"
10,2017-04-04,001-172460.json,high,"['2', '35', '41']"
11,2017-03-30,001-172440.json,high,"['2', '41']"
12,2016-09-06,001-166487.json,high,"['41', '3', '5', '35', '13']"
13,2016-09-01,001-165758.json,high,"['3', '41']"
14,2016-06-30,001-164715.json,high,"['35', '8', '41', '14']"
15,2016-05-31,001-163344.json,high,"['6', '8', '41', '35']"
16,2016-05-24,001-163100.json,high,"['p1-3', '41', '35', '37', '13']"
17,2016-05-19,001-163222.json,high,"['5', '8', '41']"
18,2016-04-26,001-162199.json,high,"['2', '3', '41']"
19,2016-04-12,001-161983.json,high,"['41', '3', '8', '14', '35']"
20,2016-03-29,001-161760.json,high,"['8', '41']"
21,2016-03-24,001-161543.json,high,"['3', '41']"
22,2016-03-17,001-161416.json,high,"['5', '41', '18', '34']"
23,2016-03-15,001-161379.json,high,"['41', '8', '46', '14', '34']"
24,2016-02-02,001-160692.json,high,"['35', '8', '41', '14']"
25,2016-01-07,001-159782.json,high,"['5', '7']"
26,2015-07-07,001-155819.json,high,"['35', '8', '41']"
27,2015-06-16,001-155631.json,high,"['35', '11']"
28,2015-06-11,001-155093.json,high,"['35', 'p1-3', '41', '37']"
29,2015-04-14,001-154007.json,high,"['2', '34']"
30,2015-03-24,001-153017.json,high,"['35', '8', 'p1-1', '41']"
31,2015-03-10,001-152784.json,high,"['41', '3', '46', '35', '13']"
32,2015-01-27,001-150771.json,high,"['41', '3', '46', '35', '37', '13']"
33,2015-01-20,001-150798.json,high,"['35', '41', '10']"
34,2014-12-11,001-148632.json,high,"['35', '8']"
35,2014-10-03,001-147117.json,high,"['8', '41']"
36,2014-07-24,001-146047.json,high,"['41', '3', '8', '5', '6', '35', '38', '13', '52']"
37,2014-07-24,001-146044.json,high,"['41', 'p6-1', '2', '3', '8', '46', '5', '6', '35', '38', '13', '52']"
38,2014-04-29,001-142673.json,high,"['19', '8', '41']"
39,2014-03-18,001-142087.json,high,"['41', '3', '8', '7', '35']"
40,2014-03-11,001-141908.json,high,"['3', '35', '41', '14']"
41,2014-03-04,001-141794.json,high,"['p1-1', '41', 'p7-4', '46', '6', '57']"
42,2014-03-04,001-141781.json,high,"['6', '41', '35']"
43,2014-03-04,001-141369.json,high,"['35', '9', '14']"
44,2014-02-27,001-141197.json,high,"['34', '6']"
45,2014-01-28,001-140234.json,high,"['35', 'p1-1', '41', '46']"
46,2014-01-09,001-139908.json,high,"['41', '2', '3', '5', '35', '13']"
47,2013-12-17,001-139773.json,high,"['6', '41', '35']"
48,2013-12-05,001-138597.json,high,"['41', '2', '3', '8', '35']"
49,2013-11-28,001-139084.json,high,"['10', '13']"
50,2013-11-26,001-138948.json,high,"['1', '6', '41', '35']"
51,2013-11-26,001-138558.json,high,"['41', '46', '35', '6', '13']"
52,2013-11-21,001-138779.json,high,"['3', '35']"
53,2013-11-14,001-128053.json,high,"['41', '8', '14', '35', '37']"
54,2013-10-22,001-127105.json,high,"['6', '41', '35']"
55,2013-10-17,001-127539.json,high,"['35', '8', '41']"
56,2013-10-08,001-126793.json,high,"['6', '35']"
57,2013-09-24,001-126807.json,high,"['p1-1', '41', '6', '35', '34']"
58,2013-07-23,001-122893.json,high,"['5', '35', '41', '46']"
59,2013-06-06,001-120068.json,high,"['41', '2', '8', '14', '35', '13']"
60,2013-04-25,001-118738.json,high,"['6', '41', '35']"
61,2013-04-18,001-119055.json,high,"['35', '8', '10']"
62,2013-04-16,001-118583.json,high,['3']
63,2013-04-11,001-118393.json,high,"['11', '41', '46', '6', '7', '35']"
64,2013-02-12,001-116369.json,high,"['41', '3', '8', '5', '6', '35', '13', '34']"
65,2012-10-25,001-114277.json,high,"['35', 'p1-1', '41']"
66,2012-10-09,001-113876.json,high,"['3', '35', '41', '14']"
67,2012-10-04,001-113715.json,high,"['p1-1', '14']"
68,2012-10-02,001-113300.json,high,"['11', '41', 'p7-2', '5', '6', '35']"
69,2012-10-02,001-113302.json,high,"['41', '3', '14', '35', '6']"
70,2012-09-18,001-113127.json,high,"['5', '35', '41']"
71,2012-07-31,001-112586.json,high,"['41', '2', '3', '5', '35', '13']"
72,2012-07-31,001-112576.json,high,"['3', '34', '35', '4']"
73,2012-07-19,001-112282.json,high,"['34', '35', '8', '41']"
74,2012-07-17,001-112206.json,high,"['6', '8', '41', '46']"
75,2012-07-10,001-112091.json,high,"['41', '10']"
76,2012-07-10,001-112088.json,high,"['41', '10']"
77,2012-07-03,001-112013.json,high,"['5', '35', '18', '41']"
78,2012-06-26,001-111631.json,high,"['3', '5', '35', '41']"
79,2012-06-26,001-111690.json,high,"['p1-1', '41']"
80,2012-06-19,001-111522.json,high,"['35', 'p1-3', '13']"
81,2012-06-12,001-111420.json,high,"['p1-1', '41', '46']"
82,2012-05-22,001-110986.json,high,"['41', '3', '8', '5', '6', '35']"
83,2012-05-22,001-111044.json,high,['p1-3']
84,2012-05-10,001-110881.json,high,"['35', '41', '10']"
85,2012-04-17,001-110378.json,high,"['35', 'p1-1', '41', '46']"
86,2012-04-17,001-110499.json,high,"['41', '3', '8', '5', '35']"
87,2012-04-16,001-110513.json,high,"['41', '2', '3', '35', '38']"
88,2012-04-10,001-110253.json,high,"['2', '6', '41', '35']"
89,2012-04-10,001-110267.json,high,"['3', '35']"
90,2012-04-03,001-110023.json,high,"['35', 'p1-1']"
91,2012-04-03,001-110188.json,high,['8']
92,2012-03-22,001-109815.json,high,"['35', '8', '14']"
93,2012-03-20,001-109741.json,high,"['3', '35', '8', '41']"
94,2012-03-13,001-109544.json,high,"['2', '35', '41', '13']"
95,2012-02-23,001-109226.json,high,"['5', '35', '41']"
96,2012-02-09,001-109046.json,high,"['35', '10']"
97,2012-02-07,001-109034.json,high,"['8', '41', '10']"
98,2012-01-31,001-108867.json,high,"['41', '11']"
99,2012-01-17,001-108615.json,high,"['35', '11', '41']"
100,2012-01-10,001-108465.json,high,"['41', '3', '46', '35', '13']"
101,2011-10-27,001-107183.json,high,"['3', '6']"
102,2011-10-20,001-107156.json,high,['6']
103,2011-10-18,001-107022.json,high,"['4', '14']"
104,2011-10-11,001-106797.json,high,"['41', '8', '46', '35', '37']"
105,2011-10-11,001-106893.json,high,"['41', '11']"
106,2011-09-20,001-106308.json,high,"['p1-1', '41', '18', '14', '35', '6']"
107,2011-07-26,001-105788.json,high,"['41', '3', '8', '46', '5', '13']"
108,2011-07-26,001-105820.json,high,"['34', '6', '8', '41']"
109,2011-07-12,001-105624.json,high,"['35', '8', '41']"
110,2011-06-29,001-105378.json,high,"['6', '41']"
111,2011-06-28,001-105434.json,high,['3']
112,2011-06-28,001-105415.json,high,['8']
113,2011-06-21,001-105217.json,high,"['5', '8']"
114,2011-05-31,001-104983.json,high,"['3', '5', '18', '41']"
115,2011-05-24,001-104864.json,high,"['41', '2', '3', '8', '46', '35']"
116,2011-05-10,001-104712.json,high,"['34', '35', '8']"
117,2011-04-21,001-104613.json,high,"['41', '3', '5', '6', '35']"
118,2011-04-12,001-104495.json,high,"['41', '11']"
119,2011-02-17,001-103548.json,high,"['p1-1', '14']"
120,2011-02-10,001-103260.json,high,"['3', '5', '41', '46']"
121,2011-01-13,001-102621.json,high,"['3', '5']"
122,2010-12-21,001-102362.json,high,"['5', '41', '34']"
123,2010-12-21,001-102393.json,high,"['2', '41']"
124,2011-01-11,001-102711.json,high,"['8', '41']"
0,2023-11-28,001-229130.json,medium,['6']
1,2023-11-28,001-229126.json,medium,"['1', '41', '11']"
2,2023-07-18,001-225879.json,medium,"['3', '35', '8', '41']"
3,2023-07-13,001-225773.json,medium,"['2', '3']"
4,2023-07-11,001-225761.json,medium,"['41', '10']"
5,2023-07-11,001-225762.json,medium,"['2', '58', '41']"
6,2023-06-20,001-225320.json,medium,['6']
7,2023-06-15,001-225228.json,medium,"['2', '34', '41', '14']"
8,2023-06-13,001-225220.json,medium,"['35', '6']"
9,2023-06-13,001-225438.json,medium,"['3', '35', '41']"
10,2023-06-13,001-225223.json,medium,"['5', '41']"
11,2023-06-08,001-225042.json,medium,"['8', '41', '10']"
12,2023-06-08,001-225037.json,medium,['6']
13,2023-05-30,001-224963.json,medium,"['8', '10']"
14,2023-04-11,001-224075.json,medium,['8']
15,2023-03-23,001-223656.json,medium,"['41', '10']"
16,2023-03-02,001-223283.json,medium,"['5', '41']"
17,2023-03-02,001-223292.json,medium,"['5', '35', '41']"
18,2023-02-28,001-223271.json,medium,['p1-1']
19,2023-02-21,001-223107.json,medium,['8']
20,2023-02-16,001-223024.json,medium,"['2', '35', '41']"
21,2023-02-07,001-222870.json,medium,"['5', '14']"
22,2023-02-02,001-222789.json,medium,"['p1-1', '41']"
23,2023-01-31,001-222783.json,medium,"['41', '3', '58', '14', '35', '38']"
24,2023-01-24,001-222651.json,medium,"['41', '3', '58', '18', '5', '35', '6']"
25,2023-01-19,001-222413.json,medium,"['2', '35', '41']"
26,2023-01-19,001-222409.json,medium,"['34', '8', '41', '10']"
27,2023-01-12,001-222137.json,medium,"['6', 'p1-1']"
28,2022-12-20,001-221835.json,medium,"['p12-1', '41']"
29,2022-12-20,001-221836.json,medium,"['34', '35', '41', '6']"
30,2022-12-15,001-221525.json,medium,"['6', '41']"
31,2022-12-06,001-221251.json,medium,"['6', '41', '35']"
32,2022-12-06,001-221261.json,medium,"['8', '41']"
33,2022-12-01,001-221439.json,medium,"['8', '41']"
34,2022-11-29,001-221436.json,medium,"['6', 'p1-1', '41']"
35,2022-11-29,001-221369.json,medium,['6']
36,2022-11-17,001-220890.json,medium,"['35', '9', '11', '37']"
37,2022-11-17,001-220867.json,medium,['8']
38,2022-11-17,001-220892.json,medium,"['6', '41', '35']"
39,2022-11-15,001-220887.json,medium,"['6', '35']"
40,2022-11-15,001-220885.json,medium,"['35', '8']"
41,2022-11-10,001-220537.json,medium,"['8', '41']"
42,2022-11-10,001-220713.json,medium,['p1-1']
43,2022-11-08,001-220665.json,medium,"['34', '6', '35']"
44,2022-11-08,001-220711.json,medium,"['41', '2', '3', '35', '34']"
45,2022-11-08,001-220712.json,medium,"['2', '35', '41']"
46,2022-11-08,001-220709.json,medium,"['p1-1', '41']"
47,2022-10-25,001-220184.json,medium,['6']
48,2022-10-20,001-219985.json,medium,['2']
49,2022-10-20,001-220013.json,medium,"['8', '14']"
50,2022-10-18,001-219982.json,medium,"['41', '10']"
51,2022-10-18,001-219944.json,medium,"['6', '41', '35']"
52,2022-10-11,001-219640.json,medium,"['35', '8', '41']"
53,2022-10-11,001-219642.json,medium,"['3', '34', '41']"
54,2022-10-11,001-219641.json,medium,['p1-1']
55,2022-10-11,001-219645.json,medium,"['p1-1', '41', '6', '35', '34']"
56,2022-10-06,001-219786.json,medium,"['3', '5', '41']"
57,2022-10-04,001-219773.json,medium,"['6', '46', '41', '35']"
58,2022-10-04,001-219562.json,medium,"['p12-1', '6', '41']"
59,2022-10-04,001-219462.json,medium,['p1-3']
60,2022-09-27,001-219755.json,medium,['8']
61,2022-09-20,001-219210.json,medium,"['8', '41']"
62,2022-09-20,001-219209.json,medium,"['3', '35', '8', '41']"
63,2022-09-20,001-219203.json,medium,"['3', '41']"
64,2022-09-15,001-219199.json,medium,"['3', '5', '35', '41']"
65,2022-09-15,001-219194.json,medium,"['35', '41', '10']"
66,2022-09-15,001-219200.json,medium,"['3', '5', '41', '37']"
67,2022-09-15,001-219197.json,medium,"['3', '34', '35', '41']"
68,2022-09-15,001-219102.json,medium,"['9', '41', '10']"
69,2022-09-15,001-219195.json,medium,"['35', '8', '41']"
70,2022-09-13,001-219097.json,medium,"['5', '35', '41']"
71,2022-09-13,001-219096.json,medium,"['41', '10']"
72,2022-09-08,001-219070.json,medium,"['8', '41', '13']"
73,2022-09-08,001-219068.json,medium,"['2', '35', '41']"
74,2022-09-06,001-219046.json,medium,"['41', '11', '10']"
75,2022-09-06,001-219042.json,medium,['10']
76,2022-09-01,001-218941.json,medium,"['35', 'p1-1', '14', '13']"
77,2022-09-01,001-218930.json,medium,['8']
78,2022-09-01,001-218939.json,medium,"['35', '8', '41']"
79,2022-09-01,001-218940.json,medium,"['6', '11', '41', '35']"
80,2022-09-01,001-218927.json,medium,"['p1-1', '41']"
81,2022-08-30,001-218922.json,medium,"['p1-1', '41', '46', '6', '35']"
82,2022-08-30,001-218919.json,medium,"['2', '41']"
83,2022-08-30,001-218936.json,medium,"['2', '41', '46']"
84,2022-08-30,001-218918.json,medium,"['41', '10']"
85,2022-08-30,001-218921.json,medium,"['41', '11', '10']"
86,2022-07-21,001-218427.json,medium,"['6', '8', '35']"
87,2022-07-12,001-218302.json,medium,"['7', '41', '10', '35']"
88,2022-07-07,001-218456.json,medium,"['2', '41']"
89,2022-07-07,001-218459.json,medium,"['8', '41']"
90,2022-07-05,001-218117.json,medium,"['8', '41', '10']"
91,2022-07-05,001-218116.json,medium,['11']
92,2022-07-05,001-218118.json,medium,"['6', '35']"
93,2022-06-30,001-218077.json,medium,"['8', '41', '10']"
94,2022-06-30,001-218069.json,medium,"['3', '41', 'p4-4', '13']"
95,2022-06-30,001-218070.json,medium,"['41', '3', 'p4-4', '13', '34']"
96,2022-06-30,001-218078.json,medium,"['6', '41']"
97,2022-06-30,001-218080.json,medium,"['35', 'p1-1', '41']"
98,2022-06-28,001-218034.json,medium,"['35', '8', '41', '10']"
99,2022-06-23,001-217795.json,medium,"['35', '8']"
100,2022-06-23,001-217806.json,medium,"['34', '6', '41', '35']"
101,2022-06-23,001-218022.json,medium,['8']
102,2022-06-23,001-217805.json,medium,"['35', '8', '41']"
103,2022-06-21,001-218020.json,medium,"['5', '35']"
104,2022-06-16,001-218074.json,medium,"['35', 'p7-4', '41']"
105,2022-06-16,001-217704.json,medium,"['3', '5', '35', '41']"
106,2022-06-16,001-217705.json,medium,"['6', '41', '10']"
107,2022-06-14,001-217715.json,medium,['6']
108,2022-06-14,001-217716.json,medium,['9']
109,2022-06-14,001-217713.json,medium,['8']
110,2022-06-09,001-217648.json,medium,"['35', '8', '41']"
111,2022-06-09,001-217616.json,medium,['p1-1']
112,2022-06-07,001-217537.json,medium,"['5', '6', '41', '35']"
113,2022-06-02,001-217480.json,medium,"['6', '11', '10', '41']"
114,2022-06-02,001-217439.json,medium,"['3', '5', '41']"
115,2022-05-31,001-217624.json,medium,"['p12-1', '41', '46', '14', '37']"
116,2022-05-24,001-217370.json,medium,"['3', '41']"
117,2022-05-19,001-217264.json,medium,"['35', '8', '9', '14']"
118,2022-05-19,001-217260.json,medium,['p1-1']
119,2022-05-17,001-217250.json,medium,"['3', '8', '41', '14']"
120,2022-05-12,001-217210.json,medium,['8']
121,2022-05-12,001-217418.json,medium,"['6', '41']"
122,2022-05-10,001-216949.json,medium,"['8', '41']"
123,2022-05-05,001-217114.json,medium,"['41', '11']"
124,2022-05-05,001-217115.json,medium,"['8', '41']"
0,2023-12-14,001-229412.json,low,"['11', 'p7-2', '5', '6', '10']"
1,2023-12-14,001-229426.json,low,['6']
2,2023-12-14,001-229416.json,low,"['3', '8', 'p1-3', '13']"
3,2023-12-14,001-229425.json,low,"['5', '6', '11', 'p7-2']"
4,2023-12-14,001-229406.json,low,"['p7-4', '11', 'p7-2', '5', '6', '10']"
5,2023-12-14,001-229421.json,low,"['5', '6', '11', 'p7-2']"
6,2023-12-14,001-229405.json,low,"['3', '8', '5', '6', '13']"
7,2023-12-14,001-229427.json,low,"['6', '13']"
8,2023-12-14,001-229428.json,low,"['6', '13']"
9,2023-12-07,001-229328.json,low,"['5', '6', '11', 'p7-2']"
10,2023-12-07,001-229330.json,low,"['5', '6', '11']"
11,2023-12-07,001-229327.json,low,"['3', '5', '6', 'p7-2']"
12,2023-12-07,001-229329.json,low,"['5', '6', '11', 'p7-2']"
13,2023-12-07,001-229331.json,low,"['5', '6', '11', 'p7-2']"
14,2023-12-07,001-229326.json,low,"['p7-4', '11', 'p7-2', '5', '6']"
15,2023-12-07,001-229322.json,low,['11']
16,2023-12-07,001-229324.json,low,"['5', '6', 'p7-4']"
17,2023-11-30,001-229146.json,low,['3']
18,2023-11-30,001-229142.json,low,['3']
19,2023-11-30,001-229166.json,low,"['6', '13']"
20,2023-11-30,001-229162.json,low,"['3', '13']"
21,2023-11-30,001-229148.json,low,['3']
22,2023-11-30,001-229145.json,low,['3']
23,2023-11-30,001-229155.json,low,"['3', '13']"
24,2023-11-30,001-229152.json,low,"['3', '5', '6', '10']"
25,2023-11-30,001-229160.json,low,"['6', '13']"
26,2023-11-30,001-229151.json,low,"['p7-4', '11', '5', '6', '10']"
27,2023-11-30,001-229150.json,low,['p1-3']
28,2023-11-30,001-229149.json,low,['3']
29,2023-11-30,001-229169.json,low,"['6', '13']"
30,2023-11-30,001-229165.json,low,"['3', '13']"
31,2023-11-30,001-229153.json,low,"['3', '8', '14', '13']"
32,2023-11-30,001-229154.json,low,"['5', '6', '11', 'p7-2']"
33,2023-11-30,001-229168.json,low,"['6', 'p1-1', '13']"
34,2023-11-30,001-229143.json,low,['3']
35,2023-11-30,001-229170.json,low,['6']
36,2023-11-30,001-229163.json,low,"['6', '13']"
37,2023-11-30,001-229167.json,low,['5']
38,2023-11-30,001-229157.json,low,"['3', '5', '8', '13']"
39,2023-11-30,001-229137.json,low,['6']
40,2023-11-23,001-228997.json,low,"['3', '5', '8', '13']"
41,2023-11-23,001-229022.json,low,"['3', '5', '13']"
42,2023-11-23,001-229021.json,low,"['3', '8', '13']"
43,2023-11-23,001-229017.json,low,"['5', '6', 'p7-2']"
44,2023-11-23,001-229002.json,low,"['5', '6']"
45,2023-11-23,001-228995.json,low,"['p7-4', '11', 'p7-2', '5', '6', '10']"
46,2023-11-23,001-229014.json,low,"['5', '6']"
47,2023-11-23,001-228996.json,low,"['3', '8', '14', '5', '13']"
48,2023-11-23,001-229013.json,low,"['3', '5']"
49,2023-11-23,001-228994.json,low,"['5', '6', 'p7-4']"
50,2023-11-23,001-229000.json,low,"['3', '5', '8', '13']"
51,2023-11-23,001-229020.json,low,"['3', '5', '8', '13']"
52,2023-11-23,001-228993.json,low,"['p7-4', 'p7-2', '5', '6', '10']"
53,2023-11-23,001-229023.json,low,['3']
54,2023-11-23,001-228991.json,low,"['3', '5', '8']"
55,2023-11-23,001-229016.json,low,"['3', '8', '13']"
56,2023-11-23,001-228998.json,low,"['5', '6']"
57,2023-11-16,001-228840.json,low,"['6', 'p1-1']"
58,2023-11-16,001-228841.json,low,"['3', '13']"
59,2023-11-16,001-228830.json,low,['3']
60,2023-11-16,001-228846.json,low,['5']
61,2023-11-09,001-228684.json,low,"['5', '6', '11', 'p7-2']"
62,2023-11-09,001-228678.json,low,"['3', '8', '13']"
63,2023-11-09,001-228676.json,low,"['p7-4', '11', 'p7-2', '5', '6', '10']"
64,2023-11-09,001-228680.json,low,"['11', 'p7-2', '5', '6', '10']"
65,2023-11-09,001-228672.json,low,"['p7-4', '11', 'p7-2', '5', '6', '10']"
66,2023-11-09,001-228677.json,low,"['p7-4', '11', 'p7-2', '8', '5', '6', '10']"
67,2023-11-09,001-228675.json,low,"['3', '8', '13']"
68,2023-11-02,001-228540.json,low,"['p1-3', '3', '8', '5', '13']"
